"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 16, 1992","5.44","5.25","5.44","4.88","147.93K","7.51%"
"Feb 09, 1992","5.06","5.81","5.81","4.88","354.33K","-12.91%"
"Feb 02, 1992","5.81","6.56","6.56","5.44","170.87K","-11.43%"
"Jan 26, 1992","6.56","6.38","6.56","6.19","296.53K","2.82%"
"Jan 19, 1992","6.38","5.81","6.38","5.62","444.80K","6.33%"
"Jan 12, 1992","6.00","5.62","6.19","5.25","670.13K","10.29%"
"Jan 05, 1992","5.44","5.06","5.81","4.69","333.67K","7.51%"
"Dec 29, 1991","5.06","5.06","5.06","4.69","255.20K","0.00%"
"Dec 22, 1991","5.06","4.88","5.25","4.69","107.07K","3.69%"
"Dec 15, 1991","4.88","5.06","5.25","4.50","636.40K","-3.56%"
"Dec 08, 1991","5.06","5.44","5.44","5.06","149.80K","-6.99%"
"Dec 01, 1991","5.44","5.81","5.81","5.25","170.33K","-9.33%"
"Nov 24, 1991","6.00","5.62","6.19","5.62","128.60K","6.76%"
"Nov 17, 1991","5.62","5.81","6.19","5.06","179.07K","0.00%"
"Nov 10, 1991","5.62","4.50","6.56","4.50","360.67K","19.83%"
"Nov 03, 1991","4.69","4.69","5.25","4.50","106.53K","-3.89%"
"Oct 27, 1991","4.88","4.88","5.25","4.50","175.07K","-7.05%"
"Oct 20, 1991","5.25","5.25","5.25","4.69","175.80K","-6.58%"
"Oct 13, 1991","5.62","5.62","5.62","5.25","112.13K","0.00%"
"Oct 06, 1991","5.62","5.62","6.00","5.44","95.73K","-6.33%"
"Sep 29, 1991","6.00","6.00","6.56","5.81","109.13K","-5.96%"
"Sep 22, 1991","6.38","6.38","7.12","6.38","214.13K","-2.74%"
"Sep 15, 1991","6.56","6.56","6.56","6.19","177.80K","2.82%"
"Sep 08, 1991","6.38","6.38","6.75","6.38","111.60K","-2.74%"
"Sep 01, 1991","6.56","6.56","6.75","6.19","143.07K","0.00%"
"Aug 25, 1991","6.56","6.56","6.94","6.38","63.80K","-7.87%"
"Aug 18, 1991","7.12","7.12","7.12","5.81","152.87K","8.54%"
"Aug 11, 1991","6.56","6.56","6.94","6.38","66.67K","-2.81%"
"Aug 04, 1991","6.75","6.75","7.31","6.38","64.80K","-5.20%"
"Jul 28, 1991","7.12","7.12","7.12","6.75","38.60K","8.54%"
"Jul 21, 1991","6.56","6.56","7.12","6.19","59.00K","2.82%"
"Jul 14, 1991","6.38","6.38","6.94","6.38","71.27K","-8.07%"
"Jul 07, 1991","6.94","6.94","7.12","6.19","192.60K","5.79%"
"Jun 30, 1991","6.56","6.56","6.94","6.38","67.60K","-7.87%"
"Jun 23, 1991","7.12","7.12","7.50","6.75","96.53K","-5.07%"
"Jun 16, 1991","7.50","7.50","7.88","7.12","716.40K","5.34%"
"Jun 09, 1991","7.12","7.12","7.31","6.38","242.93K","-2.60%"
"Jun 02, 1991","7.31","7.31","7.50","7.12","78.80K","2.67%"
"May 26, 1991","7.12","7.12","8.25","7.12","119.60K","-11.66%"
"May 19, 1991","8.06","8.06","8.62","7.88","318.53K","4.81%"
"May 12, 1991","7.69","7.69","7.69","7.31","237.53K","5.20%"
"May 05, 1991","7.31","7.31","7.69","7.12","163.53K","-2.53%"
"Apr 28, 1991","7.50","7.50","7.88","7.31","143.73K","-4.82%"
"Apr 21, 1991","7.88","7.88","8.06","6.94","160.47K","0.00%"
"Apr 14, 1991","7.88","7.88","8.44","7.69","141.73K","-6.64%"
"Apr 07, 1991","8.44","8.44","8.81","8.06","206.60K","0.00%"
"Mar 31, 1991","8.44","8.44","9.19","7.12","787.13K","15.46%"
"Mar 24, 1991","7.31","7.31","7.50","6.56","140.73K","8.30%"
"Mar 17, 1991","6.75","6.75","7.12","6.56","177.47K","-2.74%"
"Mar 10, 1991","6.94","6.94","7.50","6.56","235.53K","-7.47%"
"Mar 03, 1991","7.50","7.50","8.25","6.94","576.33K","5.34%"
"Feb 24, 1991","7.12","7.12","7.31","6.75","66.33K","2.59%"
"Feb 17, 1991","6.94","6.94","7.31","6.75","88.47K","-7.47%"
"Feb 10, 1991","7.50","7.50","7.88","7.31","115.40K","-2.47%"
"Feb 03, 1991","7.69","7.69","7.88","6.38","401.00K","10.81%"
"Jan 27, 1991","6.94","6.94","6.94","5.62","305.87K","15.67%"
"Jan 20, 1991","6.00","6.00","6.00","5.62","131.13K","0.00%"
"Jan 13, 1991","6.00","6.00","6.00","5.44","61.47K","3.27%"
"Jan 06, 1991","5.81","5.81","6.19","5.62","87.13K","-3.17%"
"Dec 30, 1990","6.00","6.00","6.00","5.44","67.07K","10.29%"
"Dec 23, 1990","5.44","5.44","5.62","5.44","73.33K","0.00%"
"Dec 16, 1990","5.44","5.44","5.44","4.69","121.87K","3.62%"
"Dec 09, 1990","5.25","5.25","5.62","5.06","31.73K","-3.49%"
"Dec 02, 1990","5.44","5.44","6.00","5.44","60.20K","-6.37%"
"Nov 25, 1990","5.81","5.81","6.19","5.06","77.93K","6.80%"
"Nov 18, 1990","5.44","5.44","6.00","5.25","73.47K","-9.33%"
"Nov 11, 1990","6.00","6.00","6.19","5.62","79.53K","-5.96%"
"Nov 04, 1990","6.38","6.38","6.38","5.62","189.47K","6.33%"
"Oct 28, 1990","6.00","6.00","6.19","5.06","102.27K","10.29%"
"Oct 21, 1990","5.44","5.44","5.44","4.50","81.47K","15.99%"
"Oct 14, 1990","4.69","4.69","4.88","4.12","90.07K","8.82%"
"Oct 07, 1990","4.31","4.31","4.31","3.75","79.33K","14.93%"
"Sep 30, 1990","3.75","3.75","4.31","3.75","66.93K","-8.98%"
"Sep 23, 1990","4.12","4.12","4.50","3.94","128.13K","-8.44%"
"Sep 16, 1990","4.50","4.50","5.06","4.31","51.73K","-4.05%"
"Sep 09, 1990","4.69","4.69","4.69","3.94","78.67K","8.82%"
"Sep 02, 1990","4.31","4.31","4.88","4.31","159.20K","-17.90%"
"Aug 26, 1990","5.25","5.25","5.25","4.69","42.60K","7.58%"
"Aug 19, 1990","4.88","4.88","5.44","4.69","46.60K","-10.29%"
"Aug 12, 1990","5.44","5.44","5.81","5.44","83.47K","-3.20%"
"Aug 05, 1990","5.62","5.62","5.62","5.25","84.13K","0.00%"
"Jul 29, 1990","5.62","5.62","5.81","5.44","52.00K","-3.27%"
"Jul 22, 1990","5.81","5.81","6.00","5.62","56.60K","-3.17%"
"Jul 15, 1990","6.00","6.00","6.38","5.81","86.47K","-3.07%"
"Jul 08, 1990","6.19","6.19","6.19","5.06","236.80K","22.33%"
"Jul 01, 1990","5.06","5.06","5.62","5.06","49.00K","-12.91%"
"Jun 24, 1990","5.81","5.81","5.81","4.69","135.93K","10.67%"
"Jun 17, 1990","5.25","5.25","6.00","5.06","146.20K","-9.64%"
